year, uni, subject, num
2007,"Keele University","History and Philosophical studies",10
2007,"Keele University","Combined arts",90
2007,"Keele University","Combined sciences",85
2007,"Keele University","Combined social sciences",115
2007,"Keele University","Sciences combined with Social Sciences or Arts",215
2007,"Keele University","Social Sciences combined with Arts",170
2007,"Keele University","General, other combined and unknown",10
2007,"Kensington College of Business","Business and Admin studies",5
2007,"The University of Kent","Subjects allied to Medicine",60
2007,"The University of Kent","Biological Sciences",390
2007,"The University of Kent","Physical Sciences",165
2007,"The University of Kent","Mathematical Sciences",65
2007,"The University of Kent","Engineering",75
2007,"The University of Kent","Computer Sciences",140
2007,"The University of Kent","Architecture, Building and Planning",115
2007,"The University of Kent","Social Studies",705
2007,"The University of Kent","Law",405
2007,"The University of Kent","Business and Admin studies",500
2007,"The University of Kent","Linguistics, Classics and related",285
2007,"The University of Kent","European Languages, Literature and related",55
2007,"The University of Kent","Non-European Languages, Literature and related",25
2007,"The University of Kent","History and Philosophical studies",230
2007,"The University of Kent","Creative Arts and Design",350
2007,"The University of Kent","Combined arts",190
2007,"The University of Kent","Combined sciences",35
2007,"The University of Kent","Combined social sciences",155
2007,"The University of Kent","Sciences combined with Social Sciences or Arts",205
2007,"The University of Kent","Social Sciences combined with Arts",80
2007,"King's College London (University of London)","Medicine and Dentistry",540
2007,"King's College London (University of London)","Subjects allied to Medicine",425
2007,"King's College London (University of London)","Biological Sciences",95
2007,"King's College London (University of London)","Physical Sciences",90
2007,"King's College London (University of London)","Mathematical Sciences",155
2007,"King's College London (University of London)","Engineering",185
2007,"King's College London (University of London)","Computer Sciences",145
2007,"King's College London (University of London)","Social Studies",150
2007,"King's College London (University of London)","Law",320
2007,"King's College London (University of London)","Business and Admin studies",135
2007,"King's College London (University of London)","Mass Communication and Documentation",20
2007,"King's College London (University of London)","Linguistics, Classics and related",160
2007,"King's College London (University of London)","European Languages, Literature and related",145
2007,"King's College London (University of London)","Non-European Languages, Literature and related",25
2007,"King's College London (University of London)","History and Philosophical studies",185
2007,"King's College London (University of London)","Creative Arts and Design",50
2007,"King's College London (University of London)","Combined arts",145
2007,"King's College London (University of London)","Combined sciences",270
2007,"King's College London (University of London)","Sciences combined with Social Sciences or Arts",20
2007,"King's College London (University of London)","Social Sciences combined with Arts",30
2007,"Kingston University","Subjects allied to Medicine",475
2007,"Kingston University","Biological Sciences",240
2007,"Kingston University","Physical Sciences",185
2007,"Kingston University","Mathematical Sciences",60
2007,"Kingston University","Engineering",630
2007,"Kingston University","Computer Sciences",440
2007,"Kingston University","Architecture, Building and Planning",260
2007,"Kingston University","Social Studies",355
2007,"Kingston University","Law",215
2007,"Kingston University","Business and Admin studies",900
2007,"Kingston University","Mass Communication and Documentation",220
2007,"Kingston University","Linguistics, Classics and related",75
2007,"Kingston University","History and Philosophical studies",55
2007,"Kingston University","Creative Arts and Design",695
2007,"Kingston University","Education",305
2007,"Kingston University","Combined arts",295
2007,"Kingston University","Combined sciences",175
2007,"Kingston University","Combined social sciences",200
2007,"Kingston University","Sciences combined with Social Sciences or Arts",240
2007,"Kingston University","Social Sciences combined with Arts",145
2007,"Kingston University","General, other combined and unknown",15
2007,"The University of Wales, Lampeter","Physical Sciences",5
2007,"The University of Wales, Lampeter","Computer Sciences",5
2007,"The University of Wales, Lampeter","Social Studies",10
2007,"The University of Wales, Lampeter","Business and Admin studies",5
2007,"The University of Wales, Lampeter","Mass Communication and Documentation",15
2007,"The University of Wales, Lampeter","Linguistics, Classics and related",15
2007,"The University of Wales, Lampeter","Non-European Languages, Literature and related",5
2007,"The University of Wales, Lampeter","History and Philosophical studies",95
2007,"The University of Wales, Lampeter","Combined arts",40
2007,"The University of Wales, Lampeter","Sciences combined with Social Sciences or Arts",10
2007,"The University of Wales, Lampeter","Social Sciences combined with Arts",15
2007,"The University of Wales, Lampeter","General, other combined and unknown",25
2007,"Lancaster University","Medicine and Dentistry",20
2007,"Lancaster University","Subjects allied to Medicine",30
2007,"Lancaster University","Biological Sciences",250
2007,"Lancaster University","Physical Sciences",210
2007,"Lancaster University","Mathematical Sciences",65
2007,"Lancaster University","Engineering",65
2007,"Lancaster University","Computer Sciences",50
2007,"Lancaster University","Social Studies",275
2007,"Lancaster University","Law",195
2007,"Lancaster University","Business and Admin studies",490
2007,"Lancaster University","Mass Communication and Documentation",10
2007,"Lancaster University","Linguistics, Classics and related",160
2007,"Lancaster University","European Languages, Literature and related",50
2007,"Lancaster University","Non-European Languages, Literature and related",15
2007,"Lancaster University","History and Philosophical studies",180
2007,"Lancaster University","Creative Arts and Design",130
2007,"Lancaster University","Combined arts",175
2007,"Lancaster University","Combined sciences",50
2007,"Lancaster University","Combined social sciences",35
2007,"Lancaster University","Sciences combined with Social Sciences or Arts",55
2007,"Lancaster University","Social Sciences combined with Arts",155
2007,"Lancaster University","General, other combined and unknown",25
2007,"Leeds City College","Subjects allied to Medicine",10
2007,"Leeds City College","Biological Sciences",10
2007,"Leeds City College","Veterinary Sciences, Agriculture and related",20
2007,"Leeds City College","Social Studies",25
2007,"Leeds City College","Business and Admin studies",20
2007,"Leeds City College","Creative Arts and Design",15
2007,"Leeds City College","Sciences combined with Social Sciences or Arts",5
2007,"Leeds City College","Social Sciences combined with Arts",10
2007,"University of Leeds","Medicine and Dentistry",365
2007,"University of Leeds","Subjects allied to Medicine",415
2007,"University of Leeds","Biological Sciences",560
2007,"University of Leeds","Veterinary Sciences, Agriculture and related",25
2007,"University of Leeds","Physical Sciences",500
2007,"University of Leeds","Mathematical Sciences",155
2007,"University of Leeds","Engineering",515
2007,"University of Leeds","Computer Sciences",65
2007,"University of Leeds","Technologies",25
2007,"University of Leeds","Social Studies",680
2007,"University of Leeds","Law",310
2007,"University of Leeds","Business and Admin studies",210
2007,"University of Leeds","Mass Communication and Documentation",130
2007,"University of Leeds","Linguistics, Classics and related",365
2007,"University of Leeds","European Languages, Literature and related",210
2007,"University of Leeds","Non-European Languages, Literature and related",70
2007,"University of Leeds","History and Philosophical studies",535
2007,"University of Leeds","Creative Arts and Design",605
2007,"University of Leeds","Combined arts",320
2007,"University of Leeds","Combined sciences",190
2007,"University of Leeds","Combined social sciences",90
2007,"University of Leeds","Sciences combined with Social Sciences or Arts",350
2007,"University of Leeds","Social Sciences combined with Arts",330
2007,"University of Leeds","General, other combined and unknown",40
2007,"Leeds Trinity University","Biological Sciences",105
2007,"Leeds Trinity University","Business and Admin studies",65
2007,"Leeds Trinity University","Mass Communication and Documentation",160
2007,"Leeds Trinity University","Linguistics, Classics and related",25
2007,"Leeds Trinity University","History and Philosophical studies",15
2007,"Leeds Trinity University","Education",165
2007,"Leeds Trinity University","Combined arts",40
2007,"Leeds Trinity University","Combined sciences",40
2007,"Leeds Trinity University","Sciences combined with Social Sciences or Arts",90
2007,"Leeds Trinity University","Social Sciences combined with Arts",10
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Subjects allied to Medicine",330
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Biological Sciences",690
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Engineering",65
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Computer Sciences",225
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Technologies",170
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Architecture, Building and Planning",305
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Social Studies",440
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Law",405
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Business and Admin studies",1735
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Mass Communication and Documentation",320
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Linguistics, Classics and related",105
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","European Languages, Literature and related",25
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","History and Philosophical studies",70
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Creative Arts and Design",465
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Education",545
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Combined arts",70
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Combined sciences",50
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Combined social sciences",25
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Sciences combined with Social Sciences or Arts",615
2007,"Leeds Beckett University (formerly Leeds Metropolitan University)","Social Sciences combined with Arts",165
2007,"Leeds College of Art","Creative Arts and Design",380
2007,"Leeds College of Art","Sciences combined with Social Sciences or Arts",35
2007,"Leeds College of Art","Social Sciences combined with Arts",30
2007,"Leeds College of Music (UCAS)","Technologies",10
2007,"Leeds College of Music (UCAS)","Creative Arts and Design",110
2007,"Leeds College of Music (UCAS)","Sciences combined with Social Sciences or Arts",45
2007,"University of Leicester","Medicine and Dentistry",270
2007,"University of Leicester","Subjects allied to Medicine",45
2007,"University of Leicester","Biological Sciences",280
2007,"University of Leicester","Physical Sciences",280
2007,"University of Leicester","Mathematical Sciences",70
2007,"University of Leicester","Engineering",115
2007,"University of Leicester","Computer Sciences",60
2007,"University of Leicester","Social Studies",380
2007,"University of Leicester","Law",425
2007,"University of Leicester","Business and Admin studies",130
2007,"University of Leicester","Mass Communication and Documentation",40
2007,"University of Leicester","Linguistics, Classics and related",160
2007,"University of Leicester","European Languages, Literature and related",45
2007,"University of Leicester","Non-European Languages, Literature and related",30
2007,"University of Leicester","History and Philosophical studies",255
2007,"University of Leicester","Combined arts",100
2007,"University of Leicester","Combined sciences",35
2007,"University of Leicester","Combined social sciences",100
2007,"University of Leicester","Sciences combined with Social Sciences or Arts",55
2007,"University of Leicester","Social Sciences combined with Arts",65
2007,"University of Leicester","General, other combined and unknown",130
2007,"Leicester College","Subjects allied to Medicine",10
2007,"Leicester College","Business and Admin studies",5
2007,"Leicester College","Creative Arts and Design",25
2007,"Leicester College","Sciences combined with Social Sciences or Arts",15
2007,"Leicester College","Social Sciences combined with Arts",5
2007,"University of Lincoln","Subjects allied to Medicine",130
2007,"University of Lincoln","Biological Sciences",385
2007,"University of Lincoln","Veterinary Sciences, Agriculture and related",90
2007,"University of Lincoln","Physical Sciences",100
2007,"University of Lincoln","Computer Sciences",160
2007,"University of Lincoln","Technologies",15
2007,"University of Lincoln","Architecture, Building and Planning",90
2007,"University of Lincoln","Social Studies",280
2007,"University of Lincoln","Law",215
2007,"University of Lincoln","Business and Admin studies",445
2007,"University of Lincoln","Mass Communication and Documentation",360
2007,"University of Lincoln","Linguistics, Classics and related",60
2007,"University of Lincoln","Non-European Languages, Literature and related",10
2007,"University of Lincoln","History and Philosophical studies",65
2007,"University of Lincoln","Creative Arts and Design",620
2007,"University of Lincoln","Combined arts",85
2007,"University of Lincoln","Combined sciences",20
2007,"University of Lincoln","Combined social sciences",40
2007,"University of Lincoln","Sciences combined with Social Sciences or Arts",65
2007,"University of Lincoln","Social Sciences combined with Arts",110
2007,"The University of Liverpool","Medicine and Dentistry",495
2007,"The University of Liverpool","Subjects allied to Medicine",345
2007,"The University of Liverpool","Biological Sciences",480
2007,"The University of Liverpool","Veterinary Sciences, Agriculture and related",170
2007,"The University of Liverpool","Physical Sciences",265
2007,"The University of Liverpool","Mathematical Sciences",90
2007,"The University of Liverpool","Engineering",355
2007,"The University of Liverpool","Computer Sciences",90
2007,"The University of Liverpool","Architecture, Building and Planning",120
2007,"The University of Liverpool","Social Studies",300
2007,"The University of Liverpool","Law",245
2007,"The University of Liverpool","Business and Admin studies",200
2007,"The University of Liverpool","Linguistics, Classics and related",180
2007,"The University of Liverpool","European Languages, Literature and related",65
2007,"The University of Liverpool","Non-European Languages, Literature and related",40
2007,"The University of Liverpool","History and Philosophical studies",245
2007,"The University of Liverpool","Creative Arts and Design",75
2007,"The University of Liverpool","Combined arts",95
2007,"The University of Liverpool","Combined sciences",30
2007,"The University of Liverpool","Combined social sciences",135
2007,"The University of Liverpool","Sciences combined with Social Sciences or Arts",80
2007,"The University of Liverpool","Social Sciences combined with Arts",135
2007,"The University of Liverpool","General, other combined and unknown",110
2007,"The City of Liverpool College","Social Studies",20
2007,"The City of Liverpool College","Business and Admin studies",5
2007,"The City of Liverpool College","Mass Communication and Documentation",5
2007,"The City of Liverpool College","Creative Arts and Design",35
2007,"The City of Liverpool College","Sciences combined with Social Sciences or Arts",15
2007,"Liverpool Hope University","Subjects allied to Medicine",15
2007,"Liverpool Hope University","Biological Sciences",125
2007,"Liverpool Hope University","Physical Sciences",5
2007,"Liverpool Hope University","Computer Sciences",35
2007,"Liverpool Hope University","Social Studies",50
2007,"Liverpool Hope University","Law",15
2007,"Liverpool Hope University","Business and Admin studies",40
2007,"Liverpool Hope University","Mass Communication and Documentation",60
2007,"Liverpool Hope University","Linguistics, Classics and related",50
2007,"Liverpool Hope University","History and Philosophical studies",45
2007,"Liverpool Hope University","Creative Arts and Design",220
2007,"Liverpool Hope University","Education",265
2007,"Liverpool Hope University","Combined arts",270
2007,"Liverpool Hope University","Combined sciences",55
2007,"Liverpool Hope University","Combined social sciences",5
2007,"Liverpool Hope University","Sciences combined with Social Sciences or Arts",320
2007,"Liverpool Hope University","Social Sciences combined with Arts",115
2007,"The Liverpool Institute for Performing Arts","Creative Arts and Design",175
2007,"The Liverpool Institute for Performing Arts","Sciences combined with Social Sciences or Arts",25
2007,"Liverpool John Moores University (LJMU)","Subjects allied to Medicine",595
2007,"Liverpool John Moores University (LJMU)","Biological Sciences",470
2007,"Liverpool John Moores University (LJMU)","Veterinary Sciences, Agriculture and related",45
2007,"Liverpool John Moores University (LJMU)","Physical Sciences",200
2007,"Liverpool John Moores University (LJMU)","Engineering",265
2007,"Liverpool John Moores University (LJMU)","Computer Sciences",255
2007,"Liverpool John Moores University (LJMU)","Technologies",20
2007,"Liverpool John Moores University (LJMU)","Architecture, Building and Planning",430
2007,"Liverpool John Moores University (LJMU)","Social Studies",345
2007,"Liverpool John Moores University (LJMU)","Law",395
2007,"Liverpool John Moores University (LJMU)","Business and Admin studies",730
2007,"Liverpool John Moores University (LJMU)","Mass Communication and Documentation",120
2007,"Liverpool John Moores University (LJMU)","Linguistics, Classics and related",100
2007,"Liverpool John Moores University (LJMU)","European Languages, Literature and related",5
2007,"Liverpool John Moores University (LJMU)","History and Philosophical studies",75
2007,"Liverpool John Moores University (LJMU)","Creative Arts and Design",455
2007,"Liverpool John Moores University (LJMU)","Education",165
2007,"Liverpool John Moores University (LJMU)","Combined arts",260
2007,"Liverpool John Moores University (LJMU)","Combined sciences",55
2007,"Liverpool John Moores University (LJMU)","Combined social sciences",80
2007,"Liverpool John Moores University (LJMU)","Sciences combined with Social Sciences or Arts",600
2007,"Liverpool John Moores University (LJMU)","Social Sciences combined with Arts",390
2007,"Liverpool John Moores University (LJMU)","General, other combined and unknown",125
2007,"Coleg Llandrillo","Computer Sciences",5
2007,"Coleg Llandrillo","Social Studies",5
2007,"Coleg Llandrillo","Business and Admin studies",5
2007,"Coleg Llandrillo","Mass Communication and Documentation",5
2007,"Coleg Llandrillo","Sciences combined with Social Sciences or Arts",5
2007,"London Metropolitan University","Subjects allied to Medicine",110
2007,"London Metropolitan University","Biological Sciences",150
2007,"London Metropolitan University","Veterinary Sciences, Agriculture and related",5
2007,"London Metropolitan University","Physical Sciences",30
2007,"London Metropolitan University","Mathematical Sciences",15
2007,"London Metropolitan University","Engineering",50
2007,"London Metropolitan University","Computer Sciences",265
2007,"London Metropolitan University","Technologies",65
2007,"London Metropolitan University","Architecture, Building and Planning",45
2007,"London Metropolitan University","Social Studies",330
2007,"London Metropolitan University","Law",275
2007,"London Metropolitan University","Business and Admin studies",905
2007,"London Metropolitan University","Mass Communication and Documentation",105
2007,"London Metropolitan University","Linguistics, Classics and related",60
2007,"London Metropolitan University","European Languages, Literature and related",15
2007,"London Metropolitan University","History and Philosophical studies",15
2007,"London Metropolitan University","Creative Arts and Design",385
2007,"London Metropolitan University","Education",70
2007,"London Metropolitan University","Combined arts",170
2007,"London Metropolitan University","Combined sciences",260
2007,"London Metropolitan University","Combined social sciences",160
2007,"London Metropolitan University","Sciences combined with Social Sciences or Arts",220
2007,"London Metropolitan University","Social Sciences combined with Arts",250
2007,"London Metropolitan University","General, other combined and unknown",70
2007,"London School of Commerce","Business and Admin studies",25
2007,"London School of Economics and Political Science (University of London)","Physical Sciences",15
2007,"London School of Economics and Political Science (University of London)","Mathematical Sciences",40
2007,"London School of Economics and Political Science (University of London)","Social Studies",540
2007,"London School of Economics and Political Science (University of London)","Law",190
2007,"London School of Economics and Political Science (University of London)","Business and Admin studies",335
2007,"London School of Economics and Political Science (University of London)","History and Philosophical studies",85
2007,"London School of Economics and Political Science (University of London)","Combined social sciences",20
2007,"London School of Economics and Political Science (University of London)","Sciences combined with Social Sciences or Arts",90
2007,"London School of Economics and Political Science (University of London)","Social Sciences combined with Arts",105
2007,"London South Bank University","Subjects allied to Medicine",105
2007,"London South Bank University","Biological Sciences",180
2007,"London South Bank University","Veterinary Sciences, Agriculture and related",15
2007,"London South Bank University","Physical Sciences",45
2007,"London South Bank University","Engineering",350
2007,"London South Bank University","Computer Sciences",205
2007,"London South Bank University","Architecture, Building and Planning",210
2007,"London South Bank University","Social Studies",140
2007,"London South Bank University","Law",210
2007,"London South Bank University","Business and Admin studies",655
2007,"London South Bank University","Mass Communication and Documentation",25
2007,"London South Bank University","Creative Arts and Design",200
2007,"London South Bank University","Combined arts",10
2007,"London South Bank University","Combined sciences",40
2007,"London South Bank University","Combined social sciences",55
2007,"London South Bank University","Sciences combined with Social Sciences or Arts",185
2007,"London South Bank University","Social Sciences combined with Arts",75
2007,"London South Bank University","General, other combined and unknown",80
2007,"Loughborough College","Biological Sciences",90
2007,"Loughborough College","Engineering",5
2007,"Loughborough College","Business and Admin studies",90
2007,"Loughborough College","Combined sciences",5
2007,"Loughborough College","Sciences combined with Social Sciences or Arts",25
2007,"Loughborough University","Subjects allied to Medicine",55
2007,"Loughborough University","Biological Sciences",150
2007,"Loughborough University","Physical Sciences",275
2007,"Loughborough University","Mathematical Sciences",70
2007,"Loughborough University","Engineering",780
2007,"Loughborough University","Computer Sciences",80
2007,"Loughborough University","Technologies",65
2007,"Loughborough University","Architecture, Building and Planning",70
2007,"Loughborough University","Social Studies",380
2007,"Loughborough University","Business and Admin studies",400
2007,"Loughborough University","Mass Communication and Documentation",55
2007,"Loughborough University","Linguistics, Classics and related",75
2007,"Loughborough University","Creative Arts and Design",335
2007,"Loughborough University","Combined arts",70
2007,"Loughborough University","Combined sciences",320
2007,"Loughborough University","Combined social sciences",135
2007,"Loughborough University","Sciences combined with Social Sciences or Arts",430
2007,"Loughborough University","Social Sciences combined with Arts",85
2007,"The Manchester College","Subjects allied to Medicine",5
2007,"The Manchester College","Computer Sciences",35
2007,"The Manchester College","Technologies",5
2007,"The Manchester College","Business and Admin studies",55
2007,"The Manchester College","Mass Communication and Documentation",10
2007,"The Manchester College","Creative Arts and Design",15
2007,"The Manchester College","Combined sciences",40
2007,"The Manchester College","Sciences combined with Social Sciences or Arts",35
2007,"The University of Manchester","Medicine and Dentistry",430
2007,"The University of Manchester","Subjects allied to Medicine",875
2007,"The University of Manchester","Biological Sciences",570
2007,"The University of Manchester","Physical Sciences",705
2007,"The University of Manchester","Mathematical Sciences",365
2007,"The University of Manchester","Engineering",675
2007,"The University of Manchester","Computer Sciences",215
2007,"The University of Manchester","Technologies",25
2007,"The University of Manchester","Architecture, Building and Planning",240
2007,"The University of Manchester","Social Studies",640
2007,"The University of Manchester","Law",350
2007,"The University of Manchester","Business and Admin studies",645
2007,"The University of Manchester","Linguistics, Classics and related",245
2007,"The University of Manchester","European Languages, Literature and related",220
2007,"The University of Manchester","Non-European Languages, Literature and related",95
2007,"The University of Manchester","History and Philosophical studies",515
2007,"The University of Manchester","Creative Arts and Design",150
2007,"The University of Manchester","Combined arts",270
2007,"The University of Manchester","Combined sciences",120
2007,"The University of Manchester","Combined social sciences",375
2007,"The University of Manchester","Sciences combined with Social Sciences or Arts",380
2007,"The University of Manchester","Social Sciences combined with Arts",375
2007,"The University of Manchester","General, other combined and unknown",15
2007,"The Manchester Metropolitan University","Subjects allied to Medicine",400
2007,"The Manchester Metropolitan University","Biological Sciences",500
2007,"The Manchester Metropolitan University","Veterinary Sciences, Agriculture and related",25
2007,"The Manchester Metropolitan University","Physical Sciences",165
2007,"The Manchester Metropolitan University","Mathematical Sciences",55
2007,"The Manchester Metropolitan University","Engineering",195
2007,"The Manchester Metropolitan University","Computer Sciences",410
2007,"The Manchester Metropolitan University","Technologies",95
2007,"The Manchester Metropolitan University","Architecture, Building and Planning",30
2007,"The Manchester Metropolitan University","Social Studies",615
2007,"The Manchester Metropolitan University","Law",265
2007,"The Manchester Metropolitan University","Business and Admin studies",1835
2007,"The Manchester Metropolitan University","Mass Communication and Documentation",25
2007,"The Manchester Metropolitan University","Linguistics, Classics and related",160
2007,"The Manchester Metropolitan University","European Languages, Literature and related",65
2007,"The Manchester Metropolitan University","History and Philosophical studies",250
2007,"The Manchester Metropolitan University","Creative Arts and Design",685
2007,"The Manchester Metropolitan University","Education",450
2007,"The Manchester Metropolitan University","Combined arts",410
2007,"The Manchester Metropolitan University","Combined sciences",105
2007,"The Manchester Metropolitan University","Combined social sciences",265
2007,"The Manchester Metropolitan University","Sciences combined with Social Sciences or Arts",725
2007,"The Manchester Metropolitan University","Social Sciences combined with Arts",280
2007,"The Manchester Metropolitan University","General, other combined and unknown",115
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Subjects allied to Medicine",50
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Biological Sciences",95
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Computer Sciences",15
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Social Studies",80
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Business and Admin studies",5
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Mass Communication and Documentation",30
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Linguistics, Classics and related",55
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","History and Philosophical studies",5
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Creative Arts and Design",40
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Education",230
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Combined arts",10
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Combined sciences",25
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Sciences combined with Social Sciences or Arts",35
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","Social Sciences combined with Arts",10
2007,"UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)","General, other combined and unknown",5
2007,"Matthew Boulton College of Further and Higher Education","Subjects allied to Medicine",15
2007,"Matthew Boulton College of Further and Higher Education","Creative Arts and Design",5
2007,"Medway School of Pharmacy","Subjects allied to Medicine",150
2007,"Mid Cheshire College","Technologies",5
2007,"Middlesex University","Subjects allied to Medicine",115
2007,"Middlesex University","Biological Sciences",255
2007,"Middlesex University","Veterinary Sciences, Agriculture and related",35
2007,"Middlesex University","Computer Sciences",165
2007,"Middlesex University","Architecture, Building and Planning",5
2007,"Middlesex University","Social Studies",165
2007,"Middlesex University","Law",175
2007,"Middlesex University","Business and Admin studies",735
2007,"Middlesex University","Mass Communication and Documentation",150
2007,"Middlesex University","Linguistics, Classics and related",40
2007,"Middlesex University","European Languages, Literature and related",10
2007,"Middlesex University","History and Philosophical studies",15
2007,"Middlesex University","Creative Arts and Design",795
2007,"Middlesex University","Education",230
2007,"Middlesex University","Combined arts",65
2007,"Middlesex University","Combined sciences",10
2007,"Middlesex University","Combined social sciences",85
2007,"Middlesex University","Sciences combined with Social Sciences or Arts",75
2007,"Middlesex University","Social Sciences combined with Arts",45
2007,"Mountview Academy of Theatre Arts","Creative Arts and Design",105
2007,"Myerscough College","Biological Sciences",10
2007,"Myerscough College","Veterinary Sciences, Agriculture and related",140
2007,"Myerscough College","Engineering",25
2007,"Myerscough College","Architecture, Building and Planning",15
2007,"Myerscough College","Business and Admin studies",20
2007,"Myerscough College","Education",15
2007,"Myerscough College","Sciences combined with Social Sciences or Arts",55
2007,"Napier University, Edinburgh","Subjects allied to Medicine",75
2007,"Napier University, Edinburgh","Biological Sciences",270
2007,"Napier University, Edinburgh","Veterinary Sciences, Agriculture and related",25
2007,"Napier University, Edinburgh","Physical Sciences",30
2007,"Napier University, Edinburgh","Engineering",335
2007,"Napier University, Edinburgh","Computer Sciences",275
2007,"Napier University, Edinburgh","Technologies",10
2007,"Napier University, Edinburgh","Architecture, Building and Planning",170
2007,"Napier University, Edinburgh","Social Studies",55
2007,"Napier University, Edinburgh","Law",110
2007,"Napier University, Edinburgh","Business and Admin studies",930
2007,"Napier University, Edinburgh","Mass Communication and Documentation",140
2007,"Napier University, Edinburgh","European Languages, Literature and related",15
2007,"Napier University, Edinburgh","Creative Arts and Design",345
2007,"Napier University, Edinburgh","Combined arts",55
2007,"Napier University, Edinburgh","Combined sciences",90
2007,"Napier University, Edinburgh","Combined social sciences",15
2007,"Napier University, Edinburgh","Sciences combined with Social Sciences or Arts",185
2007,"Napier University, Edinburgh","Social Sciences combined with Arts",60
2007,"Napier University, Edinburgh","General, other combined and unknown",115
2007,"Nazarene Theological College","History and Philosophical studies",15
2007,"Nazarene Theological College","Social Sciences combined with Arts",5
2007,"NPTC Group","Subjects allied to Medicine",5
2007,"NPTC Group","Computer Sciences",15
2007,"NPTC Group","Social Studies",50
2007,"NPTC Group","Business and Admin studies",30
2007,"NPTC Group","Creative Arts and Design",15
2007,"NPTC Group","Combined arts",10
2007,"NPTC Group","Combined social sciences",5
2007,"NPTC Group","Sciences combined with Social Sciences or Arts",15
2007,"Newcastle University","Medicine and Dentistry",405
2007,"Newcastle University","Subjects allied to Medicine",215
2007,"Newcastle University","Biological Sciences",405
2007,"Newcastle University","Veterinary Sciences, Agriculture and related",40
2007,"Newcastle University","Physical Sciences",190
2007,"Newcastle University","Mathematical Sciences",120
2007,"Newcastle University","Engineering",420
2007,"Newcastle University","Computer Sciences",145
2007,"Newcastle University","Technologies",15
2007,"Newcastle University","Architecture, Building and Planning",140
2007,"Newcastle University","Social Studies",390
2007,"Newcastle University","Law",160
2007,"Newcastle University","Business and Admin studies",445
2007,"Newcastle University","Linguistics, Classics and related",280
2007,"Newcastle University","European Languages, Literature and related",10
2007,"Newcastle University","Non-European Languages, Literature and related",80
2007,"Newcastle University","History and Philosophical studies",290
2007,"Newcastle University","Creative Arts and Design",130
2007,"Newcastle University","Combined arts",20
2007,"Newcastle University","Combined sciences",75
2007,"Newcastle University","Combined social sciences",45
2007,"Newcastle University","Sciences combined with Social Sciences or Arts",90
2007,"Newcastle University","Social Sciences combined with Arts",80
2007,"Newcastle University","General, other combined and unknown",175
2007,"Newcastle College","Subjects allied to Medicine",10
2007,"Newcastle College","Biological Sciences",10
2007,"Newcastle College","Veterinary Sciences, Agriculture and related",10
2007,"Newcastle College","Computer Sciences",55
2007,"Newcastle College","Technologies",35
2007,"Newcastle College","Social Studies",100
2007,"Newcastle College","Business and Admin studies",90
2007,"Newcastle College","Creative Arts and Design",660
2007,"Newcastle College","Combined arts",35
2007,"Newcastle College","Combined sciences",40
2007,"Newcastle College","Sciences combined with Social Sciences or Arts",95
2007,"Newcastle College","Social Sciences combined with Arts",10
2007,"New College Durham","Subjects allied to Medicine",60
2007,"New College Durham","Biological Sciences",20
2007,"New College Durham","Computer Sciences",15
2007,"New College Durham","Social Studies",35
